Flight Number,Type,Status,Departure IATA Code,Departure ICAO Code,Scheduled Time,Actual Time,Arrival IATA Code,Arrival ICAO Code,Arrival Estimated Time,Days,Month,Year,Hour
334,departure,active,khi,opkc,2023-10-18 11:30:00,,dxb,omdb,,18,Oct,2023,11
851,departure,active,khi,opkc,2023-10-19 07:30:00,2023-10-19 07:38:00,uet,opqt,2023-10-19 08:39:00,19,Oct,2023,7
674,departure,active,khi,opkc,2023-10-20 18:50:00,2023-10-20 19:03:00,isb,opis,2023-10-20 20:34:00,20,Oct,2023,18
851,departure,active,khi,opkc,2023-10-26 07:30:00,2023-10-26 07:40:00,uet,opqt,2023-10-26 08:41:00,26,Oct,2023,7
125,departure,active,khi,opkc,2023-10-26 19:00:00,2023-10-26 19:36:00,isb,opis,2023-10-26 21:10:00,26,Oct,2023,19
304,departure,active,khi,opkc,2023-10-18 14:00:00,2023-10-18 14:19:00,lhe,opla,2023-10-18 15:42:00,18,Oct,2023,14
332,departure,active,khi,opkc,2023-10-18 04:50:00,2023-10-18 05:37:00,dxb,omdb,2023-10-18 06:27:00,18,Oct,2023,4
141,departure,active,khi,opkc,2023-10-26 08:00:00,2023-10-26 08:35:00,lhe,opla,2023-10-26 09:58:00,26,Oct,2023,8
851,departure,active,khi,opkc,2023-10-29 07:00:00,2023-10-29 07:33:00,uet,opqt,2023-10-29 08:35:00,29,Oct,2023,7
9931,departure,active,khi,opkc,2023-10-21 22:40:00,2023-10-21 22:40:00,dxb,omdb,2023-10-21 23:26:00,21,Oct,2023,22
3920,departure,active,khi,opkc,2023-11-01 04:45:00,2023-11-01 04:49:00,auh,omaa,2023-11-01 05:44:00,1,Nov,2023,4
306,departure,cancelled,khi,opkc,2023-10-29 19:00:00,,lhe,opla,,29,Oct,2023,19
554,departure,unknown,khi,opkc,2023-10-26 18:00:00,,pew,opps,,26,Oct,2023,18
3159,departure,active,khi,opkc,2023-10-30 20:50:00,2023-10-30 21:04:00,bah,obbi,2023-10-30 21:29:00,30,Oct,2023,20
411,departure,active,khi,opkc,2023-10-19 20:30:00,,med,oema,,19,Oct,2023,20
547,departure,active,khi,opkc,2023-10-27 17:40:00,2023-10-27 17:39:00,shj,omsj,2023-10-27 18:24:00,27,Oct,2023,17
336,departure,active,khi,opkc,2023-10-20 16:35:00,,dxb,omdb,,20,Oct,2023,16
4357,departure,cancelled,khi,opkc,2023-10-28 16:40:00,,dxb,omdb,,28,Oct,2023,16
6175,departure,active,khi,opkc,2023-11-01 04:20:00,2023-11-01 04:35:00,doh,othh,2023-11-01 04:50:00,1,Nov,2023,4
334,departure,active,khi,opkc,2023-10-27 12:30:00,2023-10-27 12:38:00,njf,orni,2023-10-27 14:16:00,27,Oct,2023,12
308,departure,active,khi,opkc,2023-10-19 16:00:00,2023-10-19 16:13:00,isb,opis,2023-10-19 17:43:00,19,Oct,2023,16
813,departure,unknown,khi,opkc,2023-10-30 09:35:00,,ika,oiie,,30,Oct,2023,9
123,departure,active,khi,opkc,2023-10-28 13:00:00,2023-10-28 13:41:00,isb,opis,2023-10-28 15:18:00,28,Oct,2023,13
145,departure,unknown,khi,opkc,2023-10-26 19:00:00,,lhe,opla,,26,Oct,2023,19
3920,departure,active,khi,opkc,2023-10-25 05:35:00,2023-10-25 05:26:00,auh,omaa,2023-10-25 06:22:00,25,Oct,2023,5
5160,departure,active,khi,opkc,2023-10-17 05:20:00,2023-10-17 05:27:00,mct,ooms,2023-10-17 05:50:00,17,Oct,2023,5
184,departure,active,khi,opkc,2023-10-19 17:50:00,2023-10-19 17:51:00,cmb,vcbi,2023-10-19 21:25:00,19,Oct,2023,17
601,departure,active,khi,opkc,2023-10-26 12:15:00,2023-10-26 12:35:00,dxb,omdb,2023-10-26 13:23:00,26,Oct,2023,12
226,departure,active,khi,opkc,2023-10-29 04:45:00,2023-10-29 05:09:00,auh,omaa,2023-10-29 06:03:00,29,Oct,2023,4
213,departure,active,khi,opkc,2023-10-25 19:25:00,2023-10-25 17:18:00,dxb,omdb,,25,Oct,2023,19
945,departure,active,khi,opkc,2023-10-26 23:55:00,,pek,zbaa,,26,Oct,2023,23
846,departure,active,khi,opkc,2023-10-18 18:15:00,2023-10-18 18:20:00,lhe,opla,2023-10-18 19:43:00,18,Oct,2023,18
5711,departure,active,khi,opkc,2023-10-19 04:00:00,2023-10-19 04:02:00,doh,othh,2023-10-19 04:10:00,19,Oct,2023,4
125,departure,unknown,khi,opkc,2023-10-31 19:00:00,,isb,opis,,31,Oct,2023,19
125,departure,cancelled,khi,opkc,2023-10-17 19:00:00,,isb,opis,,17,Oct,2023,19
200,departure,unknown,khi,opkc,2023-10-25 07:15:00,,isb,opis,,25,Oct,2023,7
6098,departure,active,khi,opkc,2023-10-30 09:15:00,2023-10-30 09:30:00,doh,othh,2023-10-30 09:45:00,30,Oct,2023,9
5160,departure,active,khi,opkc,2023-10-30 04:00:00,2023-10-30 04:27:00,mct,ooms,2023-10-30 04:49:00,30,Oct,2023,4
709,departure,active,khi,opkc,2023-10-30 06:35:00,2023-10-30 06:45:00,ist,ltfm,2023-10-30 10:19:00,30,Oct,2023,6
300,departure,active,khi,opkc,2023-10-18 07:00:00,2023-10-18 07:24:00,isb,opis,2023-10-18 08:58:00,18,Oct,2023,7
811,departure,unknown,khi,opkc,2023-10-22 02:55:00,,jed,oejn,,22,Oct,2023,2
549,departure,active,khi,opkc,2023-10-18 02:40:00,2023-10-18 02:52:00,shj,omsj,2023-10-18 03:36:00,18,Oct,2023,2
6026,departure,active,khi,opkc,2023-10-25 10:30:00,2023-10-25 10:37:00,doh,othh,2023-10-25 10:47:00,25,Oct,2023,10
1561,departure,active,khi,opkc,2023-11-01 04:20:00,2023-11-01 04:35:00,doh,othh,2023-11-01 04:50:00,1,Nov,2023,4
2109,departure,active,khi,opkc,2023-10-23 04:50:00,2023-10-23 05:09:00,dxb,omdb,2023-10-23 06:01:00,23,Oct,2023,4
5709,departure,active,khi,opkc,2023-10-19 05:55:00,2023-10-19 06:00:00,ist,ltfm,2023-10-19 09:30:00,19,Oct,2023,5
368,departure,cancelled,khi,opkc,2023-10-21 13:00:00,,isb,opis,,21,Oct,2023,13
2107,departure,active,khi,opkc,2023-10-28 23:55:00,2023-10-29 00:05:00,dxb,omdb,2023-10-29 00:50:00,28,Oct,2023,23
500,departure,active,khi,opkc,2023-10-30 06:40:00,,isb,opis,,30,Oct,2023,6
7907,departure,active,khi,opkc,2023-10-28 04:00:00,2023-10-28 04:08:00,doh,othh,2023-10-28 04:18:00,28,Oct,2023,4
121,departure,unknown,khi,opkc,2023-10-29 07:00:00,,isb,opis,,29,Oct,2023,7
607,departure,active,khi,opkc,2023-10-19 02:45:00,2023-10-19 02:52:00,dxb,omdb,2023-10-19 03:30:00,19,Oct,2023,2
865,departure,active,khi,opkc,2023-10-25 15:40:00,2023-10-25 16:02:00,pew,opps,2023-10-25 17:33:00,25,Oct,2023,15
145,departure,unknown,khi,opkc,2023-10-16 19:00:00,,lhe,opla,,16,Oct,2023,19
302,departure,cancelled,khi,opkc,2023-10-27 08:00:00,,lhe,opla,,27,Oct,2023,8
336,departure,active,khi,opkc,2023-10-31 16:20:00,2023-10-31 16:48:00,dxb,omdb,2023-10-31 17:37:00,31,Oct,2023,16
582,departure,cancelled,khi,opkc,2023-10-20 13:50:00,,ryk,oprk,,20,Oct,2023,13
208,departure,active,khi,opkc,2023-10-21 21:30:00,2023-10-21 21:34:00,isb,opis,2023-10-21 23:05:00,21,Oct,2023,21
705,departure,active,khi,opkc,2023-10-31 02:40:00,2023-10-31 03:11:00,jed,oejn,2023-10-31 04:53:00,31,Oct,2023,2
200,departure,unknown,khi,opkc,2023-10-31 07:15:00,,isb,opis,,31,Oct,2023,7
543,departure,active,khi,opkc,2023-10-19 10:40:00,2023-10-19 10:38:00,shj,omsj,2023-10-19 11:21:00,19,Oct,2023,10
705,departure,active,khi,opkc,2023-10-26 02:20:00,2023-10-26 03:16:00,jed,oejn,2023-10-26 04:53:00,26,Oct,2023,2
213,departure,cancelled,khi,opkc,2023-10-27 19:10:00,,dxb,omdb,,27,Oct,2023,19
368,departure,unknown,khi,opkc,2023-10-16 13:00:00,,isb,opis,,16,Oct,2023,13
208,departure,active,khi,opkc,2023-10-29 21:00:00,2023-10-29 21:07:00,isb,opis,2023-10-29 22:40:00,29,Oct,2023,21
7545,departure,active,khi,opkc,2023-10-30 16:20:00,,dxb,omdb,,30,Oct,2023,16
200,departure,unknown,khi,opkc,2023-10-28 07:15:00,,isb,opis,,28,Oct,2023,7
607,departure,active,khi,opkc,2023-10-28 02:45:00,2023-10-28 02:57:00,dxb,omdb,2023-10-28 03:36:00,28,Oct,2023,2
308,departure,cancelled,khi,opkc,2023-10-24 16:00:00,,isb,opis,,24,Oct,2023,16
5576,departure,active,khi,opkc,2023-10-18 04:00:00,2023-10-18 04:14:00,doh,othh,2023-10-18 04:23:00,18,Oct,2023,4
200,departure,unknown,khi,opkc,2023-10-22 07:15:00,,isb,opis,,22,Oct,2023,7
5160,departure,active,khi,opkc,2023-10-16 05:20:00,2023-10-16 05:37:00,mct,ooms,2023-10-16 06:03:00,16,Oct,2023,5
6175,departure,active,khi,opkc,2023-10-20 04:00:00,2023-10-20 04:02:00,doh,othh,2023-10-20 04:12:00,20,Oct,2023,4
200,departure,active,khi,opkc,2023-10-16 15:05:00,2023-10-16 15:27:00,isb,opis,2023-10-16 16:58:00,16,Oct,2023,15
170,departure,active,khi,opkc,2023-10-17 02:00:00,2023-10-17 02:24:00,jed,oejn,2023-10-17 04:14:00,17,Oct,2023,2
607,departure,active,khi,opkc,2023-10-21 02:45:00,2023-10-21 02:41:00,dxb,omdb,2023-10-21 03:23:00,21,Oct,2023,2
672,departure,active,khi,opkc,2023-10-17 13:00:00,2023-10-17 13:08:00,isb,opis,2023-10-17 14:42:00,17,Oct,2023,13
342,departure,active,khi,opkc,2023-10-27 23:30:00,2023-10-27 23:29:00,bkk,vtbs,2023-10-28 05:58:00,27,Oct,2023,23
152,departure,active,khi,opkc,2023-10-23 06:55:00,,cmb,vcbi,,23,Oct,2023,6
603,departure,active,khi,opkc,2023-10-29 22:30:00,2023-10-29 22:49:00,dxb,omdb,2023-10-29 23:33:00,29,Oct,2023,22
605,departure,active,khi,opkc,2023-10-29 04:00:00,2023-10-29 04:10:00,doh,othh,2023-10-29 04:23:00,29,Oct,2023,4
7909,departure,active,khi,opkc,2023-10-16 10:30:00,2023-10-16 10:41:00,doh,othh,2023-10-16 10:49:00,16,Oct,2023,10
3159,departure,unknown,khi,opkc,2023-10-17 20:55:00,,bah,obbi,,17,Oct,2023,20
334,departure,active,khi,opkc,2023-10-27 11:30:00,2023-10-27 11:42:00,dxb,omdb,2023-10-27 12:34:00,27,Oct,2023,11
131,departure,active,khi,opkc,2023-10-28 04:25:00,,saw,ltfj,,28,Oct,2023,4
670,departure,active,khi,opkc,2023-10-18 07:05:00,2023-10-18 07:11:00,isb,opis,2023-10-18 08:44:00,18,Oct,2023,7
342,departure,active,khi,opkc,2023-10-26 23:30:00,2023-10-26 23:51:00,bkk,vtbs,2023-10-27 06:19:00,26,Oct,2023,23
3920,departure,active,khi,opkc,2023-10-16 05:35:00,2023-10-16 05:59:00,auh,omaa,2023-10-16 06:50:00,16,Oct,2023,5
332,departure,cancelled,khi,opkc,2023-10-29 09:15:00,,bgw,orbi,,29,Oct,2023,9
334,departure,active,khi,opkc,2023-10-23 11:30:00,2023-10-23 11:33:00,dxb,omdb,2023-10-23 12:25:00,23,Oct,2023,11
368,departure,cancelled,khi,opkc,2023-10-23 13:00:00,,isb,opis,,23,Oct,2023,13
8191,departure,active,khi,opkc,2023-10-29 04:00:00,2023-10-29 04:10:00,doh,othh,2023-10-29 04:23:00,29,Oct,2023,4
3159,departure,active,khi,opkc,2023-10-16 20:55:00,2023-10-16 20:56:00,bah,obbi,2023-10-16 21:20:00,16,Oct,2023,20
225,departure,unknown,khi,opkc,2023-10-25 01:10:00,,mct,ooms,,25,Oct,2023,1
7545,departure,active,khi,opkc,2023-10-21 16:35:00,2023-10-21 16:52:00,dxb,omdb,2023-10-21 17:39:00,21,Oct,2023,16
8191,departure,active,khi,opkc,2023-10-20 04:00:00,2023-10-20 04:02:00,doh,othh,2023-10-20 04:12:00,20,Oct,2023,4
8192,departure,active,khi,opkc,2023-10-20 10:30:00,2023-10-20 10:34:00,doh,othh,2023-10-20 10:45:00,20,Oct,2023,10
7907,departure,active,khi,opkc,2023-10-22 04:00:00,2023-10-22 04:02:00,doh,othh,2023-10-22 04:12:00,22,Oct,2023,4
2109,departure,active,khi,opkc,2023-11-01 03:30:00,,dxb,omdb,,1,Nov,2023,3
2109,departure,active,khi,opkc,2023-10-24 04:50:00,2023-10-24 05:26:00,dxb,omdb,2023-10-24 06:20:00,24,Oct,2023,4
7545,departure,active,khi,opkc,2023-10-26 16:35:00,,dxb,omdb,,26,Oct,2023,16
3159,departure,active,khi,opkc,2023-10-24 20:55:00,2023-10-24 21:09:00,bah,obbi,2023-10-24 21:31:00,24,Oct,2023,20
213,departure,active,khi,opkc,2023-10-21 16:40:00,2023-10-21 17:24:00,dxb,omdb,2023-10-21 18:13:00,21,Oct,2023,16
5160,departure,active,khi,opkc,2023-10-21 05:20:00,2023-10-21 05:25:00,mct,ooms,2023-10-21 05:50:00,21,Oct,2023,5
201,departure,active,khi,opkc,2023-10-18 18:40:00,2023-10-18 18:39:00,auh,omaa,2023-10-18 19:28:00,18,Oct,2023,18
865,departure,active,khi,opkc,2023-10-18 15:40:00,2023-10-18 16:17:00,pew,opps,2023-10-18 17:48:00,18,Oct,2023,15
4603,departure,active,khi,opkc,2023-10-25 12:10:00,2023-10-25 12:10:00,mct,ooms,2023-10-25 12:36:00,25,Oct,2023,12
141,departure,active,khi,opkc,2023-10-31 08:00:00,2023-10-31 08:21:00,lhe,opla,2023-10-31 09:45:00,31,Oct,2023,8
500,departure,active,khi,opkc,2023-10-25 06:30:00,2023-10-25 06:51:00,isb,opis,2023-10-25 08:22:00,25,Oct,2023,6
751,departure,unknown,khi,opkc,2023-10-28 06:40:00,,bah,obbi,,28,Oct,2023,6
701,departure,active,khi,opkc,2023-10-25 10:10:00,2023-10-25 10:22:00,jed,oejn,2023-10-25 12:01:00,25,Oct,2023,10
2107,departure,active,khi,opkc,2023-10-19 23:55:00,2023-10-20 00:36:00,dxb,omdb,2023-10-20 01:22:00,19,Oct,2023,23
368,departure,cancelled,khi,opkc,2023-10-27 13:00:00,,isb,opis,,27,Oct,2023,13
5576,departure,active,khi,opkc,2023-10-30 04:20:00,2023-10-30 04:43:00,doh,othh,2023-10-30 04:55:00,30,Oct,2023,4
336,departure,active,khi,opkc,2023-10-26 16:35:00,,dxb,omdb,,26,Oct,2023,16
945,departure,active,khi,opkc,2023-10-24 23:55:00,,pek,zbaa,,24,Oct,2023,23
7573,departure,active,khi,opkc,2023-10-27 22:40:00,2023-10-27 22:58:00,dxb,omdb,2023-10-27 23:46:00,27,Oct,2023,22
292,departure,active,khi,opkc,2023-10-18 05:20:00,2023-10-18 05:31:00,mct,ooms,2023-10-18 05:55:00,18,Oct,2023,5
6024,departure,active,khi,opkc,2023-10-25 04:00:00,2023-10-25 04:02:00,doh,othh,2023-10-25 04:12:00,25,Oct,2023,4
222,departure,active,khi,opkc,2023-11-01 04:45:00,2023-11-01 04:49:00,auh,omaa,2023-11-01 05:44:00,1,Nov,2023,4
842,departure,active,khi,opkc,2023-10-24 12:45:00,2023-10-24 12:59:00,lhe,opla,2023-10-24 14:18:00,24,Oct,2023,12
141,departure,active,khi,opkc,2023-10-27 08:00:00,2023-10-27 08:15:00,lhe,opla,2023-10-27 09:37:00,27,Oct,2023,8
402,departure,active,khi,opkc,2023-10-20 12:00:00,2023-10-20 12:31:00,lhe,opla,2023-10-20 13:53:00,20,Oct,2023,12
753,departure,active,khi,opkc,2023-10-24 20:55:00,2023-10-24 21:09:00,bah,obbi,2023-10-24 21:31:00,24,Oct,2023,20
9068,departure,unknown,khi,opkc,2023-10-19 22:05:00,,kmg,zppp,,19,Oct,2023,22
508,departure,active,khi,opkc,2023-10-17 05:05:00,2023-10-17 05:10:00,kwi,okkk,2023-10-17 05:54:00,17,Oct,2023,5
672,departure,active,khi,opkc,2023-10-22 13:00:00,2023-10-22 13:06:00,isb,opis,2023-10-22 14:40:00,22,Oct,2023,13
6098,departure,active,khi,opkc,2023-10-27 10:30:00,2023-10-27 10:47:00,doh,othh,2023-10-27 10:57:00,27,Oct,2023,10
536,departure,active,khi,opkc,2023-10-19 17:40:00,,skz,opsk,,19,Oct,2023,17
2109,departure,active,khi,opkc,2023-10-28 04:50:00,2023-10-28 05:19:00,dxb,omdb,2023-10-28 06:12:00,28,Oct,2023,4
8192,departure,active,khi,opkc,2023-10-18 10:30:00,2023-10-18 10:26:00,doh,othh,2023-10-18 11:59:00,18,Oct,2023,10
502,departure,unknown,khi,opkc,2023-10-20 12:00:00,,isb,opis,,20,Oct,2023,12
946,departure,active,khi,opkc,2023-10-26 23:55:00,2023-10-26 23:49:00,pek,zbaa,2023-10-27 09:21:00,26,Oct,2023,23
6026,departure,active,khi,opkc,2023-10-18 10:30:00,2023-10-18 10:26:00,doh,othh,2023-10-18 11:59:00,18,Oct,2023,10
1561,departure,active,khi,opkc,2023-10-28 04:00:00,2023-10-28 04:08:00,doh,othh,2023-10-28 04:18:00,28,Oct,2023,4
662,departure,active,khi,opkc,2023-10-19 04:30:00,2023-10-19 04:12:00,dam,osdi,2023-10-19 06:37:00,19,Oct,2023,4
709,departure,active,khi,opkc,2023-10-16 05:55:00,,ist,ltfm,,16,Oct,2023,5
851,departure,active,khi,opkc,2023-10-25 07:30:00,2023-10-25 07:35:00,uet,opqt,2023-10-25 08:42:00,25,Oct,2023,7
714,departure,active,khi,opkc,2023-11-01 02:00:00,2023-11-01 02:25:00,jed,oejn,2023-11-01 04:18:00,1,Nov,2023,2
200,departure,active,khi,opkc,2023-10-31 14:00:00,,isb,opis,,31,Oct,2023,14
6181,departure,active,khi,opkc,2023-10-18 10:30:00,2023-10-18 10:26:00,doh,othh,2023-10-18 11:59:00,18,Oct,2023,10
5709,departure,active,khi,opkc,2023-10-16 05:55:00,,ist,ltfm,,16,Oct,2023,5
308,departure,active,khi,opkc,2023-10-31 16:00:00,2023-10-31 16:30:00,isb,opis,2023-10-31 18:02:00,31,Oct,2023,16
6181,departure,active,khi,opkc,2023-10-24 10:30:00,2023-10-24 10:50:00,doh,othh,2023-10-24 11:02:00,24,Oct,2023,10
701,departure,active,khi,opkc,2023-10-17 10:10:00,2023-10-17 10:19:00,jed,oejn,2023-10-17 11:53:00,17,Oct,2023,10
141,departure,active,khi,opkc,2023-10-25 08:00:00,2023-10-25 08:13:00,lhe,opla,2023-10-25 09:33:00,25,Oct,2023,8
5160,departure,active,khi,opkc,2023-10-24 05:20:00,2023-10-24 05:28:00,mct,ooms,2023-10-24 05:55:00,24,Oct,2023,5
5578,departure,active,khi,opkc,2023-10-27 10:30:00,2023-10-27 10:47:00,doh,othh,2023-10-27 10:57:00,27,Oct,2023,10
601,departure,active,khi,opkc,2023-10-20 12:15:00,2023-10-20 12:28:00,dxb,omdb,2023-10-20 13:10:00,20,Oct,2023,12
543,departure,active,khi,opkc,2023-10-25 10:40:00,2023-10-25 10:49:00,shj,omsj,2023-10-25 11:34:00,25,Oct,2023,10
543,departure,active,khi,opkc,2023-10-23 10:40:00,2023-10-23 10:50:00,shj,omsj,2023-10-23 11:38:00,23,Oct,2023,10
714,departure,active,khi,opkc,2023-10-22 02:00:00,2023-10-22 02:09:00,jed,oejn,2023-10-22 03:59:00,22,Oct,2023,2
520,departure,unknown,khi,opkc,2023-10-23 07:05:00,,lhe,opla,,23,Oct,2023,7
402,departure,active,khi,opkc,2023-10-16 12:00:00,2023-10-16 12:39:00,lhe,opla,2023-10-16 14:04:00,16,Oct,2023,12
3920,departure,active,khi,opkc,2023-10-26 05:35:00,2023-10-26 06:26:00,auh,omaa,2023-10-26 07:07:00,26,Oct,2023,5
330,departure,active,khi,opkc,2023-10-16 23:55:00,2023-10-17 00:07:00,dxb,omdb,2023-10-17 00:52:00,16,Oct,2023,23
292,departure,active,khi,opkc,2023-10-21 05:20:00,2023-10-21 05:25:00,mct,ooms,2023-10-21 05:50:00,21,Oct,2023,5
6181,departure,active,khi,opkc,2023-10-25 10:30:00,2023-10-25 10:37:00,doh,othh,2023-10-25 10:47:00,25,Oct,2023,10
502,departure,unknown,khi,opkc,2023-10-28 12:00:00,,isb,opis,,28,Oct,2023,12
5709,departure,active,khi,opkc,2023-10-30 06:35:00,2023-10-30 06:45:00,ist,ltfm,2023-10-30 10:19:00,30,Oct,2023,6
842,departure,active,khi,opkc,2023-10-30 12:45:00,2023-10-30 13:00:00,lhe,opla,2023-10-30 14:23:00,30,Oct,2023,12
432,departure,active,khi,opkc,2023-10-29 15:00:00,2023-10-29 15:20:00,njf,orni,2023-10-29 16:49:00,29,Oct,2023,15
143,departure,cancelled,khi,opkc,2023-10-27 13:30:00,,lhe,opla,,27,Oct,2023,13
225,departure,active,khi,opkc,2023-10-21 20:25:00,2023-10-21 21:04:00,mct,ooms,2023-10-21 21:27:00,21,Oct,2023,20
520,departure,active,khi,opkc,2023-10-28 06:55:00,2023-10-28 07:09:00,lhe,opla,2023-10-28 08:29:00,28,Oct,2023,6
603,departure,active,khi,opkc,2023-10-16 22:40:00,2023-10-16 22:44:00,dxb,omdb,2023-10-16 23:24:00,16,Oct,2023,22
225,departure,unknown,khi,opkc,2023-10-18 01:10:00,,mct,ooms,,18,Oct,2023,1
7909,departure,active,khi,opkc,2023-10-17 10:30:00,2023-10-17 10:32:00,doh,othh,2023-10-17 10:38:00,17,Oct,2023,10
340,departure,active,khi,opkc,2023-10-18 10:20:00,2023-10-18 10:29:00,lyp,opfa,2023-10-18 11:43:00,18,Oct,2023,10
7545,departure,active,khi,opkc,2023-10-16 16:35:00,2023-10-16 17:16:00,dxb,omdb,2023-10-16 18:00:00,16,Oct,2023,16
4357,departure,unknown,khi,opkc,2023-10-31 01:40:00,,dxb,omdb,,31,Oct,2023,1
200,departure,unknown,khi,opkc,2023-10-20 07:15:00,,isb,opis,,20,Oct,2023,7
9068,departure,active,khi,opkc,2023-10-20 21:40:00,,kmg,zppp,,20,Oct,2023,21
125,departure,active,khi,opkc,2023-10-23 19:00:00,2023-10-23 19:49:00,isb,opis,2023-10-23 21:25:00,23,Oct,2023,19
123,departure,active,khi,opkc,2023-10-16 13:00:00,,isb,opis,,16,Oct,2023,13
705,departure,active,khi,opkc,2023-10-24 02:20:00,2023-10-24 02:15:00,jed,oejn,2023-10-24 03:57:00,24,Oct,2023,2
368,departure,cancelled,khi,opkc,2023-10-28 13:00:00,,isb,opis,,28,Oct,2023,13
123,departure,active,khi,opkc,2023-10-26 13:00:00,2023-10-26 13:41:00,isb,opis,2023-10-26 15:20:00,26,Oct,2023,13
709,departure,active,khi,opkc,2023-10-23 13:40:00,2023-10-23 13:42:00,ruh,oerk,2023-10-23 14:35:00,23,Oct,2023,13
6024,departure,active,khi,opkc,2023-10-21 04:00:00,2023-10-21 04:06:00,doh,othh,2023-10-21 04:16:00,21,Oct,2023,4
6181,departure,active,khi,opkc,2023-10-17 10:30:00,2023-10-17 10:32:00,doh,othh,2023-10-17 10:38:00,17,Oct,2023,10
601,departure,active,khi,opkc,2023-10-29 12:00:00,2023-10-29 12:15:00,dxb,omdb,2023-10-29 12:59:00,29,Oct,2023,12
547,departure,active,khi,opkc,2023-10-29 16:45:00,2023-10-29 17:12:00,shj,omsj,2023-10-29 17:56:00,29,Oct,2023,16
9068,departure,unknown,khi,opkc,2023-10-25 22:05:00,,kmg,zppp,,25,Oct,2023,22
6181,departure,active,khi,opkc,2023-10-23 10:30:00,2023-10-23 10:45:00,doh,othh,2023-10-23 10:55:00,23,Oct,2023,10
308,departure,active,khi,opkc,2023-10-27 16:00:00,2023-10-27 16:12:00,isb,opis,2023-10-27 17:41:00,27,Oct,2023,16
6024,departure,active,khi,opkc,2023-11-01 04:20:00,2023-11-01 04:35:00,doh,othh,2023-11-01 04:50:00,1,Nov,2023,4
330,departure,active,khi,opkc,2023-10-17 23:55:00,2023-10-18 00:02:00,dxb,omdb,2023-10-18 00:48:00,17,Oct,2023,23
2109,departure,active,khi,opkc,2023-10-19 04:50:00,2023-10-19 05:28:00,dxb,omdb,2023-10-19 06:20:00,19,Oct,2023,4
7573,departure,active,khi,opkc,2023-10-26 22:40:00,2023-10-26 23:11:00,dxb,omdb,2023-10-27 00:01:00,26,Oct,2023,22
143,departure,unknown,khi,opkc,2023-10-29 13:30:00,,lhe,opla,,29,Oct,2023,13
222,departure,active,khi,opkc,2023-10-27 05:35:00,2023-10-27 05:37:00,auh,omaa,2023-10-27 06:31:00,27,Oct,2023,5
6026,departure,active,khi,opkc,2023-10-24 10:30:00,2023-10-24 10:50:00,doh,othh,2023-10-24 11:02:00,24,Oct,2023,10
300,departure,active,khi,opkc,2023-10-17 07:00:00,,isb,opis,,17,Oct,2023,7
8192,departure,active,khi,opkc,2023-10-27 10:30:00,2023-10-27 10:47:00,doh,othh,2023-10-27 10:57:00,27,Oct,2023,10
701,departure,active,khi,opkc,2023-10-26 10:10:00,2023-10-26 10:12:00,jed,oejn,2023-10-26 11:55:00,26,Oct,2023,10
110,departure,active,khi,opkc,2023-10-31 18:10:00,2023-10-31 18:24:00,dxb,omdb,2023-10-31 19:15:00,31,Oct,2023,18
842,departure,active,khi,opkc,2023-10-20 12:45:00,2023-10-20 12:56:00,lhe,opla,2023-10-20 14:18:00,20,Oct,2023,12
5711,departure,active,khi,opkc,2023-10-24 04:00:00,2023-10-24 04:14:00,doh,othh,2023-10-24 04:25:00,24,Oct,2023,4
524,departure,unknown,khi,opkc,2023-10-23 19:00:00,,lhe,opla,,23,Oct,2023,19
125,departure,active,khi,opkc,2023-10-29 19:00:00,,isb,opis,,29,Oct,2023,19
123,departure,unknown,khi,opkc,2023-10-30 13:00:00,,isb,opis,,30,Oct,2023,13
200,departure,unknown,khi,opkc,2023-10-27 07:15:00,,isb,opis,,27,Oct,2023,7
607,departure,active,khi,opkc,2023-10-25 02:45:00,2023-10-25 02:43:00,dxb,omdb,2023-10-25 03:19:00,25,Oct,2023,2
842,departure,active,khi,opkc,2023-10-21 12:45:00,2023-10-21 13:00:00,lhe,opla,2023-10-21 14:21:00,21,Oct,2023,12
842,departure,active,khi,opkc,2023-10-16 12:45:00,2023-10-16 13:13:00,lhe,opla,2023-10-16 14:36:00,16,Oct,2023,12
9006,departure,active,khi,opkc,2023-10-19 17:50:00,2023-10-19 17:51:00,cmb,vcbi,2023-10-19 21:25:00,19,Oct,2023,17
1561,departure,active,khi,opkc,2023-10-23 04:00:00,2023-10-23 04:08:00,doh,othh,2023-10-23 04:21:00,23,Oct,2023,4
350,departure,cancelled,khi,opkc,2023-10-16 19:00:00,,pew,opps,,16,Oct,2023,19
6024,departure,active,khi,opkc,2023-10-20 04:00:00,2023-10-20 04:02:00,doh,othh,2023-10-20 04:12:00,20,Oct,2023,4
302,departure,active,khi,opkc,2023-10-30 08:00:00,2023-10-30 08:12:00,lhe,opla,2023-10-30 09:35:00,30,Oct,2023,8
145,departure,active,khi,opkc,2023-10-24 19:00:00,2023-10-24 19:35:00,lhe,opla,2023-10-24 20:57:00,24,Oct,2023,19
200,departure,active,khi,opkc,2023-10-20 15:05:00,2023-10-20 15:29:00,isb,opis,2023-10-20 17:01:00,20,Oct,2023,15
406,departure,active,khi,opkc,2023-10-17 18:00:00,2023-10-17 18:20:00,lhe,opla,2023-10-17 19:43:00,17,Oct,2023,18
