Flight Number,Type,Status,Departure IATA Code,Departure ICAO Code,Scheduled Time,Arrival IATA Code,Arrival ICAO Code,Arrival Estimated Time,Days,Month,Year,Hour,Temperature (°F)Max,Temperature (°F)avg,Temperature (°F)Min,Dew Point (°F)Max,Dew Point (°F)avg,Dew Point (°F)Min,Humidity (%)Max,Humidity (%)avg,Humidity (%)Min,Wind Speed (mph)Max,Wind Speed (mph)avg,Wind Speed (mph)Min,Pressure (in)Max,Pressure (in)avg,Pressure (in)Min
841,departure,active,lhe,opla,2024-02-11 09:50:00,khi,opkc,2024-02-11 09:50:00,11,Feb,2024,9,-0.8186728181871162,-1.0295560612808665,-0.9793164829543641,-1.2132517916350207,-1.1658452108483697,-0.7942691563281926,0.3911139546111036,-0.027060705720836742,-0.4288443233204208,-0.5672969347494317,-0.969355122842997,-0.34509181601573896,1.3027650019073884,1.1878815853314737,0.35629235002454374
629,departure,active,lhe,opla,2024-02-12 08:35:00,doh,othh,2024-02-12 14:30:00,12,Feb,2024,8,-1.1424609852469663,-1.197083981774302,-0.9793164829543641,-1.2132517916350207,-1.1908873893641334,-0.7942691563281926,0.3911139546111036,0.2083348307905406,0.004850534595107792,-0.8055867304805857,-1.3034988885847043,-0.34509181601573896,1.3027650019073884,-2.096981985991439,-3.2962109849673857
609,departure,active,lhe,opla,2024-02-08 21:40:00,doh,othh,2024-02-08 21:40:00,8,Feb,2024,21,-1.0129457184230264,-1.2037850985940395,-1.0937155802561342,-1.6452567399308489,-1.7000783525180012,-1.383765795790523,0.03925954468634159,-0.5040463981254703,-0.8083273239965083,0.4652921800855692,0.9326940052251825,-0.34509181601573896,1.3027650019073884,0.9141429543879033,0.3314453885620137
7915,departure,active,lhe,opla,2024-02-11 08:35:00,doh,othh,2024-02-11 08:35:00,11,Feb,2024,8,-0.8186728181871162,-1.0295560612808665,-0.9793164829543641,-1.2132517916350207,-1.1658452108483697,-0.7942691563281926,0.3911139546111036,-0.027060705720836742,-0.4288443233204208,-0.5672969347494317,-0.969355122842997,-0.34509181601573896,1.3027650019073884,1.1878815853314737,0.35629235002454374
745,departure,active,lhe,opla,2024-02-02 14:00:00,jed,oejn,2024-02-02 14:00:00,2,Feb,2024,14,-1.2719762520709064,-1.3780141359072122,-1.0937155802561342,-1.2132517916350207,-1.2159295678798971,-0.7942691563281926,0.46148483659605605,0.4932873223569446,0.49275724975007745,-0.17014727519750822,0.29010984033728393,-0.34509181601573896,1.742810069218338,1.1878815853314737,0.3438688692932789
6367,departure,active,lhe,opla,2024-02-12 08:35:00,doh,othh,2024-02-12 14:30:00,12,Feb,2024,8,-1.1424609852469663,-1.197083981774302,-0.9793164829543641,-1.2132517916350207,-1.1908873893641334,-0.7942691563281926,0.3911139546111036,0.2083348307905406,0.004850534595107792,-0.8055867304805857,-1.3034988885847043,-0.34509181601573896,1.3027650019073884,-2.096981985991439,-3.2962109849673857
7416,departure,active,lhe,opla,2024-02-10 23:45:00,bkk,vtbs,2024-02-10 23:45:00,10,Feb,2024,23,-0.8834304515990863,-1.1367739303966653,-1.0937155802561342,-1.2132517916350207,-1.1491504251711935,-0.7942691563281926,0.3911139546111036,0.17736173388114881,-0.10357317988377435,-0.6467268666598163,-1.1492786890116085,-0.34509181601573896,1.742810069218338,1.1878815853314737,0.35629235002454374
346,departure,active,lhe,opla,2024-02-13 23:45:00,bkk,vtbs,2024-02-13 23:45:00,13,Feb,2024,23,-0.8186728181871162,-1.1501761640361403,-3.724894818196848,-0.0036379364067015696,-0.6983912118874419,-3.610753100425993,0.46148483659605605,0.8463806271240111,-2.326259326700858,-0.8055867304805857,-1.277795521989188,-0.34509181601573896,1.3027650019073884,0.9141429543879033,0.3438688692932789
1563,departure,active,lhe,opla,2024-02-03 21:40:00,doh,othh,2024-02-03 21:40:00,3,Feb,2024,21,-1.5957644191307565,-1.3378074349887876,-0.7505182883508238,-1.0404498123166894,-1.2493191392342495,-0.7942691563281926,0.03925954468634159,0.30744874090059393,0.6553928214684006,-0.09071734328712354,0.7013637058655391,-0.34509181601573896,1.3027650019073884,0.9141429543879033,0.3438688692932789
742,departure,active,lhe,opla,2024-02-13 20:45:00,dmm,oedf,2024-02-13 20:45:00,13,Feb,2024,20,-0.8186728181871162,-1.1501761640361403,-3.724894818196848,-0.0036379364067015696,-0.6983912118874419,-3.610753100425993,0.46148483659605605,0.8463806271240111,-2.326259326700858,-0.8055867304805857,-1.277795521989188,-0.34509181601573896,1.3027650019073884,0.9141429543879033,0.3438688692932789
8284,departure,active,lhe,opla,2024-02-06 02:55:00,doh,othh,2024-02-06 02:55:00,6,Feb,2024,2,-1.2719762520709064,-1.3244052013493126,-1.0937155802561342,-1.2132517916350207,-1.4496565673603614,-1.1872669159697462,0.46148483659605605,0.0658585850073386,-0.3204206088415386,-0.17014727519750822,-0.3524743245506145,-0.34509181601573896,1.3027650019073884,1.1878815853314737,0.3438688692932789
3932,departure,active,lhe,opla,2024-02-14 01:40:00,auh,omaa,2024-02-14 02:43:00,14,Feb,2024,1,-0.8186728181871162,-0.9357404258045428,-0.9793164829543641,-1.0404498123166894,-1.2409717463956615,-0.9252684095420438,0.46148483659605605,-0.2934293391416063,-0.5372680377993029,-0.3290071390182776,-0.6095079905057739,-0.34509181601573896,1.3027650019073884,0.9141429543879033,0.3438688692932789
921,departure,active,lhe,opla,2024-06-09 05:25:00,med,oema,2024-06-09 05:25:00,9,Jun,2024,5,1.4478443512318346,1.3359381760864413,0.9082686225248436,-0.09003892606586722,-0.21424242724933798,-0.07377326365201108,-2.142237796847183,-2.0093389079219106,-1.40465775363036,-0.17014727519750822,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
720,departure,active,lhe,opla,2024-06-08 07:00:00,jed,oejn,2024-06-08 06:50:00,8,Jun,2024,7,0.8650256505241044,1.0008823350995704,0.9654681711757287,0.16916404291162973,0.06956892926265365,-0.00827363704508548,-1.6496416229525162,-1.5323532155172774,-0.9709628957148315,0.5447221119959539,1.0098041050117301,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
8162,departure,active,lhe,opla,2024-06-09 09:55:00,doh,othh,2024-06-09 09:55:00,9,Jun,2024,9,1.4478443512318346,1.3359381760864413,0.9082686225248436,-0.09003892606586722,-0.21424242724933798,-0.07377326365201108,-2.142237796847183,-2.0093389079219106,-1.40465775363036,-0.17014727519750822,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
6367,departure,active,lhe,opla,2024-06-10 09:55:00,doh,othh,2024-06-10 09:55:00,10,Jun,2024,9,1.5126019846438046,1.4096504611035523,1.0798672684774988,-0.2628409053841985,-0.2810215699580423,-0.4667710232935646,-2.5644630887568973,-2.1456205343232346,-1.5672933253486832,-0.2495772071078929,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-2.096981985991439,-3.2962109849673857
6187,departure,active,lhe,opla,2024-06-05 03:10:00,doh,othh,2024-06-05 03:10:00,5,Jun,2024,3,1.3183290844078945,1.0879968537561566,0.7938695252230734,0.16916404291162973,0.24486417887300163,0.2537248693826169,-1.438528976997659,-1.4518231635528585,-1.0251747529542725,1.8950309544724935,1.7809051028772083,-0.34509181601573896,-0.457415267336379,-0.45455020032997795,0.18236361978683296
203,departure,active,lhe,opla,2024-06-07 12:05:00,dxb,omdb,2024-06-07 18:05:00,7,Jun,2024,12,1.0592985507600146,0.9606756341811454,0.6794704279213033,0.16916404291162973,0.0946111077784174,0.1227256161687657,-1.438528976997659,-1.4146554472615889,-0.9709628957148315,-0.09071734328712354,0.8041771722476029,3.0001859923000973,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
6187,departure,active,lhe,opla,2024-06-06 03:10:00,doh,othh,2024-06-06 03:10:00,6,Jun,2024,3,0.9297832839360745,0.8266532977863971,0.5650713306195332,0.16916404291162973,0.18643242900288545,-0.20477251686586226,-0.8755619211180398,-1.1297029556951843,-1.0793866101937135,0.38586224817518455,1.0612108382027623,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
401,departure,active,lhe,opla,2024-06-14 10:00:00,khi,opkc,2024-06-14 10:00:00,14,Jun,2024,10,1.6421172514677447,1.5302705638588256,1.1942663657792691,-0.09003892606586722,-0.13911589170204616,-0.00827363704508548,-2.5644630887568973,-2.1332312955594777,-1.4588696108698012,-0.3290071390182776,-0.22395749157303482,-0.34509181601573896,-1.3375054019582626,-0.728288831273558,0.2693279849056884
847,departure,active,lhe,opla,2024-06-07 20:05:00,khi,opkc,2024-06-07 20:05:00,7,Jun,2024,20,1.0592985507600146,0.9606756341811454,0.6794704279213033,0.16916404291162973,0.0946111077784174,0.1227256161687657,-1.438528976997659,-1.4146554472615889,-0.9709628957148315,-0.09071734328712354,0.8041771722476029,3.0001859923000973,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
7617,departure,active,lhe,opla,2024-06-14 03:30:00,dxb,omdb,2024-06-14 03:30:00,14,Jun,2024,3,1.6421172514677447,1.5302705638588256,1.1942663657792691,-0.09003892606586722,-0.13911589170204616,-0.00827363704508548,-2.5644630887568973,-2.1332312955594777,-1.4588696108698012,-0.3290071390182776,-0.22395749157303482,-0.34509181601573896,-1.3375054019582626,-0.728288831273558,0.2693279849056884
410,departure,active,lhe,opla,2024-06-09 14:55:00,dxb,omdb,2024-06-09 14:55:00,9,Jun,2024,14,1.4478443512318346,1.3359381760864413,0.9082686225248436,-0.09003892606586722,-0.21424242724933798,-0.07377326365201108,-2.142237796847183,-2.0093389079219106,-1.40465775363036,-0.17014727519750822,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
416,departure,active,lhe,opla,2024-06-09 23:55:00,dxb,omdb,2024-06-09 23:55:00,9,Jun,2024,23,1.4478443512318346,1.3359381760864413,0.9082686225248436,-0.09003892606586722,-0.21424242724933798,-0.07377326365201108,-2.142237796847183,-2.0093389079219106,-1.40465775363036,-0.17014727519750822,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
318,departure,active,lhe,opla,2024-06-07 04:15:00,ruh,oerk,2024-06-07 04:15:00,7,Jun,2024,4,1.0592985507600146,0.9606756341811454,0.6794704279213033,0.16916404291162973,0.0946111077784174,0.1227256161687657,-1.438528976997659,-1.4146554472615889,-0.9709628957148315,-0.09071734328712354,0.8041771722476029,3.0001859923000973,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
739,departure,active,lhe,opla,2024-06-16 02:50:00,jed,oejn,2024-06-16 02:50:00,16,Jun,2024,2,1.6421172514677447,1.630787316154887,1.3086654630810393,0.6875699808666236,0.36172767861323285,0.5157233758103192,-2.494092206771945,-1.8916411396662218,-1.1878103246725957,0.38586224817518455,1.0355074716072459,1.6620748689737628,-1.3375054019582626,-0.728288831273558,0.2693279849056884
6367,departure,active,lhe,opla,2024-06-09 09:55:00,doh,othh,2024-06-09 09:55:00,9,Jun,2024,9,1.4478443512318346,1.3359381760864413,0.9082686225248436,-0.09003892606586722,-0.21424242724933798,-0.07377326365201108,-2.142237796847183,-2.0093389079219106,-1.40465775363036,-0.17014727519750822,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
203,departure,active,lhe,opla,2024-06-10 10:35:00,dxb,omdb,2024-06-10 11:15:00,10,Jun,2024,10,1.5126019846438046,1.4096504611035523,1.0798672684774988,-0.2628409053841985,-0.2810215699580423,-0.4667710232935646,-2.5644630887568973,-2.1456205343232346,-1.5672933253486832,-0.2495772071078929,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-2.096981985991439,-3.2962109849673857
715,departure,active,lhe,opla,2024-06-07 05:45:00,ist,ltfm,2024-06-07 05:55:00,7,Jun,2024,5,1.0592985507600146,0.9606756341811454,0.6794704279213033,0.16916404291162973,0.0946111077784174,0.1227256161687657,-1.438528976997659,-1.4146554472615889,-0.9709628957148315,-0.09071734328712354,0.8041771722476029,3.0001859923000973,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
6367,departure,active,lhe,opla,2024-06-05 09:55:00,doh,othh,2024-06-05 11:00:00,5,Jun,2024,9,1.3183290844078945,1.0879968537561566,0.7938695252230734,0.16916404291162973,0.24486417887300163,0.2537248693826169,-1.438528976997659,-1.4518231635528585,-1.0251747529542725,1.8950309544724935,1.7809051028772083,-0.34509181601573896,-0.457415267336379,-0.45455020032997795,0.18236361978683296
765,departure,active,lhe,opla,2024-06-03 07:00:00,bah,obbi,2024-06-03 07:00:00,3,Jun,2024,7,1.7716325182916848,1.4029493442838152,0.9654681711757287,0.16916404291162973,-0.08068414183193058,-0.20477251686586226,-2.142237796847183,-1.9350034753393706,-1.5130814681092422,3.3247697288594176,2.6291162005292343,-0.34509181601573896,-0.457415267336379,-0.45455020032997795,0.2693279849056884
715,departure,active,lhe,opla,2024-06-07 09:00:00,med,oema,2024-06-07 09:00:00,7,Jun,2024,9,1.0592985507600146,0.9606756341811454,0.6794704279213033,0.16916404291162973,0.0946111077784174,0.1227256161687657,-1.438528976997659,-1.4146554472615889,-0.9709628957148315,-0.09071734328712354,0.8041771722476029,3.0001859923000973,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
7617,departure,active,lhe,opla,2024-06-11 03:30:00,dxb,omdb,2024-06-11 03:30:00,11,Jun,2024,3,1.6421172514677447,1.4833627461206635,1.0798672684774988,-0.4356428847025298,-0.389537676859686,-0.3357717700797134,-2.775575734711755,-2.2880967801064367,-1.5672933253486832,0.38586224817518455,0.21299974055073617,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
5783,departure,active,lhe,opla,2024-06-15 10:45:00,jed,oejn,2024-06-15 10:45:00,15,Jun,2024,10,1.6421172514677447,1.5771783815969878,1.3086654630810393,0.16916404291162973,0.2114746075186492,0.1227256161687657,-2.7052048527268022,-1.9411980947212488,-1.350445896390919,-0.09071734328712354,0.5471435062924432,-0.34509181601573896,-1.3375054019582626,-0.728288831273558,0.2693279849056884
5715,departure,active,lhe,opla,2024-06-07 05:45:00,ist,ltfm,2024-06-07 05:55:00,7,Jun,2024,5,1.0592985507600146,0.9606756341811454,0.6794704279213033,0.16916404291162973,0.0946111077784174,0.1227256161687657,-1.438528976997659,-1.4146554472615889,-0.9709628957148315,-0.09071734328712354,0.8041771722476029,3.0001859923000973,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
959,departure,active,lhe,opla,2024-06-10 03:00:00,jed,oejn,2024-06-10 03:00:00,10,Jun,2024,3,1.5126019846438046,1.4096504611035523,1.0798672684774988,-0.2628409053841985,-0.2810215699580423,-0.4667710232935646,-2.5644630887568973,-2.1456205343232346,-1.5672933253486832,-0.2495772071078929,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-2.096981985991439,-3.2962109849673857
430,departure,active,lhe,opla,2024-06-03 12:00:00,auh,omaa,2024-06-03 12:00:00,3,Jun,2024,12,1.7716325182916848,1.4029493442838152,0.9654681711757287,0.16916404291162973,-0.08068414183193058,-0.20477251686586226,-2.142237796847183,-1.9350034753393706,-1.5130814681092422,3.3247697288594176,2.6291162005292343,-0.34509181601573896,-0.457415267336379,-0.45455020032997795,0.2693279849056884
9410,departure,active,lhe,opla,2024-06-13 23:40:00,bkk,vtbs,2024-06-13 23:40:00,13,Jun,2024,23,1.6421172514677447,1.5235694470390886,1.3086654630810393,-0.0036379364067015696,-0.02225239196181439,0.1227256161687657,-2.9163174986816593,-2.120842056795721,-1.350445896390919,1.021301703458262,1.086914204798278,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
502,departure,active,lhe,opla,2024-06-13 21:00:00,shj,omsj,2024-06-13 21:00:00,13,Jun,2024,21,1.6421172514677447,1.5235694470390886,1.3086654630810393,-0.0036379364067015696,-0.02225239196181439,0.1227256161687657,-2.9163174986816593,-2.120842056795721,-1.350445896390919,1.021301703458262,1.086914204798278,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
401,departure,active,lhe,opla,2024-06-02 10:00:00,khi,opkc,2024-06-02 10:00:00,2,Jun,2024,10,1.4478443512318346,1.3761448770048652,0.9654681711757287,-0.09003892606586722,0.11130589345559362,0.2537248693826169,-2.35335044280204,-1.8854465202843433,-1.0793866101937135,-0.3290071390182776,-0.30106759135958255,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
884,departure,active,lhe,opla,2024-06-10 03:15:00,dmm,oedf,2024-06-10 03:15:00,10,Jun,2024,3,1.5126019846438046,1.4096504611035523,1.0798672684774988,-0.2628409053841985,-0.2810215699580423,-0.4667710232935646,-2.5644630887568973,-2.1456205343232346,-1.5672933253486832,-0.2495772071078929,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-2.096981985991439,-3.2962109849673857
416,departure,active,lhe,opla,2024-06-13 23:55:00,dxb,omdb,2024-06-13 23:55:00,13,Jun,2024,23,1.6421172514677447,1.5235694470390886,1.3086654630810393,-0.0036379364067015696,-0.02225239196181439,0.1227256161687657,-2.9163174986816593,-2.120842056795721,-1.350445896390919,1.021301703458262,1.086914204798278,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
625,departure,active,lhe,opla,2024-06-08 09:00:00,dxb,omdb,2024-06-08 09:00:00,8,Jun,2024,9,0.8650256505241044,1.0008823350995704,0.9654681711757287,0.16916404291162973,0.06956892926265365,-0.00827363704508548,-1.6496416229525162,-1.5323532155172774,-0.9709628957148315,0.5447221119959539,1.0098041050117301,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
9148,departure,active,lhe,opla,2024-06-02 22:25:00,nng,zgnn,2024-06-02 15:23:00,2,Jun,2024,22,1.4478443512318346,1.3761448770048652,0.9654681711757287,-0.09003892606586722,0.11130589345559362,0.2537248693826169,-2.35335044280204,-1.8854465202843433,-1.0793866101937135,-0.3290071390182776,-0.30106759135958255,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
7915,departure,active,lhe,opla,2024-06-14 09:55:00,doh,othh,2024-06-14 09:55:00,14,Jun,2024,9,1.6421172514677447,1.5302705638588256,1.1942663657792691,-0.09003892606586722,-0.13911589170204616,-0.00827363704508548,-2.5644630887568973,-2.1332312955594777,-1.4588696108698012,-0.3290071390182776,-0.22395749157303482,-0.34509181601573896,-1.3375054019582626,-0.728288831273558,0.2693279849056884
416,departure,active,lhe,opla,2024-06-08 23:55:00,dxb,omdb,2024-06-08 23:55:00,8,Jun,2024,23,0.8650256505241044,1.0008823350995704,0.9654681711757287,0.16916404291162973,0.06956892926265365,-0.00827363704508548,-1.6496416229525162,-1.5323532155172774,-0.9709628957148315,0.5447221119959539,1.0098041050117301,-0.34509181601573896,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
1876,departure,active,lhe,opla,2024-06-02 04:15:00,ruh,oerk,2024-06-02 04:15:00,2,Jun,2024,4,1.4478443512318346,1.3761448770048652,0.9654681711757287,-0.09003892606586722,0.11130589345559362,0.2537248693826169,-2.35335044280204,-1.8854465202843433,-1.0793866101937135,-0.3290071390182776,-0.30106759135958255,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
8284,departure,active,lhe,opla,2024-06-11 03:10:00,doh,othh,2024-06-11 03:10:00,11,Jun,2024,3,1.6421172514677447,1.4833627461206635,1.0798672684774988,-0.4356428847025298,-0.389537676859686,-0.3357717700797134,-2.775575734711755,-2.2880967801064367,-1.5672933253486832,0.38586224817518455,0.21299974055073617,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
8284,departure,active,lhe,opla,2024-06-06 03:10:00,doh,othh,2024-06-06 03:10:00,6,Jun,2024,3,0.9297832839360745,0.8266532977863971,0.5650713306195332,0.16916404291162973,0.18643242900288545,-0.20477251686586226,-0.8755619211180398,-1.1297029556951843,-1.0793866101937135,0.38586224817518455,1.0612108382027623,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
303,departure,active,lhe,opla,2024-06-14 11:00:00,khi,opkc,2024-06-14 13:30:00,14,Jun,2024,11,1.6421172514677447,1.5302705638588256,1.1942663657792691,-0.09003892606586722,-0.13911589170204616,-0.00827363704508548,-2.5644630887568973,-2.1332312955594777,-1.4588696108698012,-0.3290071390182776,-0.22395749157303482,-0.34509181601573896,-1.3375054019582626,-0.728288831273558,0.2693279849056884
5715,departure,active,lhe,opla,2024-06-10 05:45:00,ist,ltfm,2024-06-10 05:55:00,10,Jun,2024,5,1.5126019846438046,1.4096504611035523,1.0798672684774988,-0.2628409053841985,-0.2810215699580423,-0.4667710232935646,-2.5644630887568973,-2.1456205343232346,-1.5672933253486832,-0.2495772071078929,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-2.096981985991439,-3.2962109849673857
6032,departure,active,lhe,opla,2024-06-04 09:55:00,doh,othh,2024-06-04 09:55:00,4,Jun,2024,9,1.3183290844078945,1.242122540610117,0.9082686225248436,0.16916404291162973,0.11130589345559362,0.1227256161687657,-1.6496416229525162,-1.6934133194461147,-1.0793866101937135,-0.17014727519750822,0.08448290757315648,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
7915,departure,active,lhe,opla,2024-06-05 09:55:00,doh,othh,2024-06-05 11:00:00,5,Jun,2024,9,1.3183290844078945,1.0879968537561566,0.7938695252230734,0.16916404291162973,0.24486417887300163,0.2537248693826169,-1.438528976997659,-1.4518231635528585,-1.0251747529542725,1.8950309544724935,1.7809051028772083,-0.34509181601573896,-0.457415267336379,-0.45455020032997795,0.18236361978683296
841,departure,active,lhe,opla,2024-06-01 07:15:00,khi,opkc,2024-06-01 07:15:00,1,Jun,2024,7,1.7716325182916848,1.5369716806785636,1.1942663657792691,-0.2628409053841985,-0.19754764157216237,-0.20477251686586226,-2.7052048527268022,-2.2013721087601397,-1.6215051825881244,-0.011287411376738858,0.033076174382124554,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
9410,departure,active,lhe,opla,2024-06-07 23:40:00,bkk,vtbs,2024-06-07 23:40:00,7,Jun,2024,23,1.0592985507600146,0.9606756341811454,0.6794704279213033,0.16916404291162973,0.0946111077784174,0.1227256161687657,-1.438528976997659,-1.4146554472615889,-0.9709628957148315,-0.09071734328712354,0.8041771722476029,3.0001859923000973,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
3836,departure,active,lhe,opla,2024-06-05 09:55:00,doh,othh,2024-06-05 11:00:00,5,Jun,2024,9,1.3183290844078945,1.0879968537561566,0.7938695252230734,0.16916404291162973,0.24486417887300163,0.2537248693826169,-1.438528976997659,-1.4518231635528585,-1.0251747529542725,1.8950309544724935,1.7809051028772083,-0.34509181601573896,-0.457415267336379,-0.45455020032997795,0.18236361978683296
142,departure,active,lhe,opla,2024-06-12 10:15:00,khi,opkc,2024-06-12 10:00:00,12,Jun,2024,10,1.6421172514677447,1.5972817320561998,1.1942663657792691,-0.0036379364067015696,-0.08068414183193058,-0.00827363704508548,-2.35335044280204,-2.176593631232626,-1.350445896390919,-0.17014727519750822,0.08448290757315648,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
472,departure,active,lhe,opla,2024-06-09 23:50:00,jed,oejn,2024-06-09 23:50:00,9,Jun,2024,23,1.4478443512318346,1.3359381760864413,0.9082686225248436,-0.09003892606586722,-0.21424242724933798,-0.07377326365201108,-2.142237796847183,-2.0093389079219106,-1.40465775363036,-0.17014727519750822,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
629,departure,active,lhe,opla,2024-06-06 09:55:00,doh,othh,2024-06-06 09:55:00,6,Jun,2024,9,0.9297832839360745,0.8266532977863971,0.5650713306195332,0.16916404291162973,0.18643242900288545,-0.20477251686586226,-0.8755619211180398,-1.1297029556951843,-1.0793866101937135,0.38586224817518455,1.0612108382027623,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
6367,departure,active,lhe,opla,2024-06-07 09:55:00,doh,othh,2024-06-07 09:55:00,7,Jun,2024,9,1.0592985507600146,0.9606756341811454,0.6794704279213033,0.16916404291162973,0.0946111077784174,0.1227256161687657,-1.438528976997659,-1.4146554472615889,-0.9709628957148315,-0.09071734328712354,0.8041771722476029,3.0001859923000973,-0.8974603346473287,-0.18081156938640752,0.2817514656369536
3836,departure,active,lhe,opla,2024-06-01 09:55:00,doh,othh,2024-06-01 09:55:00,1,Jun,2024,9,1.7716325182916848,1.5369716806785636,1.1942663657792691,-0.2628409053841985,-0.19754764157216237,-0.20477251686586226,-2.7052048527268022,-2.2013721087601397,-1.6215051825881244,-0.011287411376738858,0.033076174382124554,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
797,departure,active,lhe,opla,2024-06-09 04:20:00,yyz,cyyz,2024-06-09 05:15:00,9,Jun,2024,4,1.4478443512318346,1.3359381760864413,0.9082686225248436,-0.09003892606586722,-0.21424242724933798,-0.07377326365201108,-2.142237796847183,-2.0093389079219106,-1.40465775363036,-0.17014727519750822,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-0.45455020032997795,0.2817514656369536
502,departure,active,lhe,opla,2024-06-10 21:00:00,shj,omsj,2024-06-10 21:00:00,10,Jun,2024,21,1.5126019846438046,1.4096504611035523,1.0798672684774988,-0.2628409053841985,-0.2810215699580423,-0.4667710232935646,-2.5644630887568973,-2.1456205343232346,-1.5672933253486832,-0.2495772071078929,-0.09544065859545513,-0.34509181601573896,-0.8974603346473287,-2.096981985991439,-3.2962109849673857
472,departure,active,lhe,opla,2024-06-12 23:50:00,jed,oejn,2024-06-12 23:50:00,12,Jun,2024,23,1.6421172514677447,1.5972817320561998,1.1942663657792691,-0.0036379364067015696,-0.08068414183193058,-0.00827363704508548,-2.35335044280204,-2.176593631232626,-1.350445896390919,-0.17014727519750822,0.08448290757315648,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
242,departure,active,lhe,opla,2024-06-06 04:35:00,auh,omaa,2024-06-06 04:35:00,6,Jun,2024,4,0.9297832839360745,0.8266532977863971,0.5650713306195332,0.16916404291162973,0.18643242900288545,-0.20477251686586226,-0.8755619211180398,-1.1297029556951843,-1.0793866101937135,0.38586224817518455,1.0612108382027623,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
621,departure,active,lhe,opla,2024-06-14 03:10:00,doh,othh,2024-06-14 03:10:00,14,Jun,2024,3,1.6421172514677447,1.5302705638588256,1.1942663657792691,-0.09003892606586722,-0.13911589170204616,-0.00827363704508548,-2.5644630887568973,-2.1332312955594777,-1.4588696108698012,-0.3290071390182776,-0.22395749157303482,-0.34509181601573896,-1.3375054019582626,-0.728288831273558,0.2693279849056884
410,departure,active,lhe,opla,2024-06-12 14:55:00,dxb,omdb,2024-06-12 14:55:00,12,Jun,2024,14,1.6421172514677447,1.5972817320561998,1.1942663657792691,-0.0036379364067015696,-0.08068414183193058,-0.00827363704508548,-2.35335044280204,-2.176593631232626,-1.350445896390919,-0.17014727519750822,0.08448290757315648,-0.34509181601573896,-1.3375054019582626,-0.45455020032997795,0.2693279849056884
8162,departure,active,lhe,opla,2024-06-06 09:55:00,doh,othh,2024-06-06 09:55:00,6,Jun,2024,9,0.9297832839360745,0.8266532977863971,0.5650713306195332,0.16916404291162973,0.18643242900288545,-0.20477251686586226,-0.8755619211180398,-1.1297029556951843,-1.0793866101937135,0.38586224817518455,1.0612108382027623,-0.34509181601573896,-0.457415267336379,-0.18081156938640752,0.2941749463682184
